Date,Island,Latitude,Longitude,Set,Depth (fa),Carapace Length (in),Sex
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,3.45,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,3.65,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.7,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,2.6,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,3,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,3.65,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.72,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.6,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.9,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.15,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.8,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.6,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,3.5,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.64,f
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.35,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.12,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.44,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.21,f
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,3.44,f
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.45,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,3.69,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,3.9,f
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.25,f
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.35,m
4/30/18,Oahu,21°26.327 ,158°12.201 ,2,30,4.62,f
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,1.19,f
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,3.18,m
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,3.46,m
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,4.3,f
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,4.1,f
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,4.33,m
4/30/18,Oahu,21°26.278 ,158°12.185 ,3,26.7,4.73,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.85,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.1,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.24,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.92,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.78,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.56,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.75,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.4,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.35,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.31,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.1,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,5.31,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.73,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.39,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.58,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.52,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.58,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.76,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.3,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.1,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.92,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.3,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.25,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.75,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,2.94,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.25,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.58,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,2.82,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.58,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.23,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.54,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.6,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.35,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.91,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,3.87,m
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,4.15,f
4/30/18,Oahu,21°25.228 ,158°12.045 ,4,33.3,1.68,f
